RulerID	Name	Personal Name	Wikipedia	Epithet	Notes
220	Marcellus II	Marcello Cervini degli Spannochi	https://en.wikipedia.org/wiki/Pope_Marcellus_II		
221	Paul IV	Giovanni Pietro Carafa, C.R.	https://en.wikipedia.org/wiki/Pope_Paul_IV		
222	Pius IV	Giovanni Angelo Medici	https://en.wikipedia.org/wiki/Pope_Pius_IV		
223	St. Pius V	Antonio Ghislieri, O.P.	https://en.wikipedia.org/wiki/Pope_Pius_V		
224	Gregory XIII	Ugo Boncompagni	https://en.wikipedia.org/wiki/Pope_Gregory_XIII		
225	Sixtus V	Felice Peretti di Montalto, O.F.M. Conv.	https://en.wikipedia.org/wiki/Pope_Sixtus_V		
226	Urban VII	Giovanni Battista Castagna	https://en.wikipedia.org/wiki/Pope_Urban_VII		
227	Gregory XIV	Niccolò Sfondrati	https://en.wikipedia.org/wiki/Pope_Gregory_XIV		
228	Innocent IX	Giovanni Antonio Facchinetti	https://en.wikipedia.org/wiki/Pope_Innocent_IX		
229	Clement VIII	Ippolito Aldobrandini	https://en.wikipedia.org/wiki/Pope_Clement_VIII		
230	Leo XI	Alessandro Ottaviano de' Medici	https://en.wikipedia.org/wiki/Pope_Leo_XI		
231	Paul V	Camillo Borghese	https://en.wikipedia.org/wiki/Pope_Paul_V		
232	Gregory XV	Alessandro Ludovisi	https://en.wikipedia.org/wiki/Pope_Gregory_XV		
233	Urban VIII	Maffeo Barberini	https://en.wikipedia.org/wiki/Pope_Urban_VIII		
234	Innocent X	Giovanni Battista Pamphilj	https://en.wikipedia.org/wiki/Pope_Innocent_X		
235	Alexander VII	Fabio Chigi	https://en.wikipedia.org/wiki/Pope_Alexander_VII		
236	Clement IX	Giulio Rospigliosi	https://en.wikipedia.org/wiki/Pope_Clement_IX		
237	Clement X	Emilio Bonaventura Altieri	https://en.wikipedia.org/wiki/Pope_Clement_X		
238	Blessed Innocent XI	Benedetto Odescalchi	https://en.wikipedia.org/wiki/Pope_Innocent_XI		
239	Alexander VIII	Pietro Vito Ottoboni	https://en.wikipedia.org/wiki/Pope_Alexander_VIII		
240	Innocent XII	Antonio Pignatelli, O.F.S	https://en.wikipedia.org/wiki/Pope_Innocent_XII		
241	Clement XI	Giovanni Francesco Albani	https://en.wikipedia.org/wiki/Pope_Clement_XI		
242	Innocent XIII	Michelangelo dei Conti	https://en.wikipedia.org/wiki/Pope_Innocent_XIII		
243	Benedict XIII	Pietro Francesco Orsini, O.P.	https://en.wikipedia.org/wiki/Pope_Benedict_XIII		
244	Clement XII	Lorenzo Corsini, O.F.S	https://en.wikipedia.org/wiki/Pope_Clement_XII		
245	Benedict XIV	Prospero Lorenzo Lambertini	https://en.wikipedia.org/wiki/Pope_Benedict_XIV		
246	Clement XIII	Carlo della Torre di Rezzonico	https://en.wikipedia.org/wiki/Pope_Clement_XIII		
247	Clement XIV	Giovanni Vincenzo Antonio Ganganelli, O.F.M. Conv.	https://en.wikipedia.org/wiki/Pope_Clement_XIV		
248	Pius VI	Count Giovanni Angelo Braschi	https://en.wikipedia.org/wiki/Pope_Pius_VI		
249	Pius VII	Count Barnaba Niccolò Maria Luigi Chiaramonti, O.S.B.	https://en.wikipedia.org/wiki/Pope_Pius_VII		
250	Leo XII	Count Annibale Francesco Clemente Melchiore Girolamo Nicola Sermattei della Genga	https://en.wikipedia.org/wiki/Pope_Leo_XII		
251	Pius VIII	Francesco Saverio Castiglioni	https://en.wikipedia.org/wiki/Pope_Pius_VIII		
252	Gregory XVI	Bartolomeo Alberto Cappellari, O.S.B. Cam.	https://en.wikipedia.org/wiki/Pope_Gregory_XVI		
253	Blessed Pius IX	Count Giovanni Maria Mastai-Ferretti, O.F.S.	https://en.wikipedia.org/wiki/Pope_Pius_IX		
254	Leo XIII	Gioacchino Vincenzo Raffaele Luigi Pecci, O.F.S.	https://en.wikipedia.org/wiki/Pope_Leo_XIII		
255	St. Pius X	Giuseppe Melchiorre Sarto	https://en.wikipedia.org/wiki/Pope_Pius_X		
256	Benedict XV	Giacomo Paolo Giovanni Battista Della Chiesa	https://en.wikipedia.org/wiki/Pope_Benedict_XV		
257	Pius XI	Achille Ambrogio Damiano Ratti	https://en.wikipedia.org/wiki/Pope_Pius_XI		
258	Pius XII	Eugenio Maria Giuseppe Giovanni Pacelli	https://en.wikipedia.org/wiki/Pope_Pius_XII		
259	St. John XXIII	Angelo Giuseppe Roncalli	https://en.wikipedia.org/wiki/Pope_John_XXIII		
260	Paul VI	Giovanni Battista Enrico Antonio Maria Montini	https://en.wikipedia.org/wiki/Pope_Paul_VI		
261	John Paul I	Albino Luciani	https://en.wikipedia.org/wiki/Pope_John_Paul_I		
262	St. John Paul II	Karol Józef Wojtyła	https://en.wikipedia.org/wiki/Pope_John_Paul_II		
263	Benedict XVI	Joseph Aloisius Ratzinger	https://en.wikipedia.org/wiki/Pope_Benedict_XVI		
264	Francis	Jorge Mario Bergoglio, S.J.	https://en.wikipedia.org/wiki/Pope_Francis		
265	Egbert	House of Wessex	https://en.wikipedia.org/wiki/Egbert_of_Wessex		
266	Aethelwulf	House of Wessex	https://en.wikipedia.org/wiki/%C3%86thelwulf		
267	Aethelbald	House of Wessex	https://en.wikipedia.org/wiki/%C3%86thelbald,_King_of_Wessex		
268	Aethelberht	House of Wessex	https://en.wikipedia.org/wiki/%C3%86thelberht,_King_of_Wessex		
269	Aethelred I	House of Wessex	https://en.wikipedia.org/wiki/%C3%86thelred_I_of_Wessex		
270	Alfred the Great	House of Wessex	https://en.wikipedia.org/wiki/Alfred_the_Great	the Great	
271	Edward the Elder	House of Wessex	https://en.wikipedia.org/wiki/Edward_the_Elder	the Elder	
272	Athelstan	House of Wessex	https://en.wikipedia.org/wiki/%C3%86thelstan		
273	Edmund I	House of Wessex	https://en.wikipedia.org/wiki/Edmund_I	the Magnificent	
274	Eadred	House of Wessex	https://en.wikipedia.org/wiki/Eadred		
275	Eadwig	House of Wessex	https://en.wikipedia.org/wiki/Eadwig		
276	Edgar	House of Wessex	https://en.wikipedia.org/wiki/Edgar_the_Peaceful	the Peaceful	
277	Edward the Martyr	House of Wessex	https://en.wikipedia.org/wiki/Edward_the_Martyr		
278	Ethelred II the Unready	House of Wessex	https://en.wikipedia.org/wiki/%C3%86thelred_the_Unready	the Unready	
279	Sweyn Forkbeard	House of Denmark	https://en.wikipedia.org/wiki/Sweyn_Forkbeard		
280	Edmund II Ironside	House of Wessex	https://en.wikipedia.org/wiki/Edmund_Ironside	Edmund Ironside	
281	Canute	House of Denmark	https://en.wikipedia.org/wiki/Cnut_the_Great		
282	Harold I Harefoot	House of Denmark	https://en.wikipedia.org/wiki/Harold_Harefoot	Harefoot	
283	Hardecanute	House of Denmark	https://en.wikipedia.org/wiki/Harthacnut		
284	Edward the Confessor	House of Wessex	https://en.wikipedia.org/wiki/Edward_the_Confessor	the Confessor	
285	Harold II	House of Godwin	https://en.wikipedia.org/wiki/Harold_Godwinson		
286	William I the Conqueror	House of Normandy	https://en.wikipedia.org/wiki/William_the_Conqueror	the Conqueror	
287	William II	House of Normandy	https://en.wikipedia.org/wiki/William_II_of_England	William Rufus	
288	Henry I of England	House of Normandy	https://en.wikipedia.org/wiki/Henry_I_of_England	Henry Beauclerc	
289	Stephen	House of Blois	https://en.wikipedia.org/wiki/Stephen,_King_of_England		
290	Henry II Plantagenet	House of Plantagenet	https://en.wikipedia.org/wiki/Henry_II_of_England	Henry Curtmantle	
291	Richard I	House of Plantagenet	https://en.wikipedia.org/wiki/Richard_I_of_England	the Lionheart	
292	John	House of Plantagenet	https://en.wikipedia.org/wiki/John,_King_of_England	John Lackland	
293	Henry III	House of Plantagenet	https://en.wikipedia.org/wiki/Henry_III_of_England		
294	Edward I	House of Plantagenet	https://en.wikipedia.org/wiki/Edward_I_of_England	Edward Longshanks	
295	Edward II	House of Plantagenet	https://en.wikipedia.org/wiki/Edward_II_of_England		
296	Edward III	House of Plantagenet	https://en.wikipedia.org/wiki/Edward_III_of_England		
297	Richard II	House of Plantagenet	https://en.wikipedia.org/wiki/Richard_II_of_England		
298	Henry IV	House of Lancaster	https://en.wikipedia.org/wiki/Henry_IV_of_England		
299	Henry V	House of Lancaster	https://en.wikipedia.org/wiki/Henry_V_of_England		
300	Henry VI	House of Lancaster	https://en.wikipedia.org/wiki/Henry_VI_of_England		
301	Edward IV	House of York	https://en.wikipedia.org/wiki/Edward_IV_of_England		
302	Edward V	House of York	https://en.wikipedia.org/wiki/Edward_V_of_England		
303	Richard III	House of York	https://en.wikipedia.org/wiki/Richard_III_of_England		
304	Henry VII	House of Tudor	https://en.wikipedia.org/wiki/Henry_VII_of_England		
305	Henry VIII	House of Tudor	https://en.wikipedia.org/wiki/Henry_VIII_of_England		
306	Edward VI	House of Tudor	https://en.wikipedia.org/wiki/Edward_VI_of_England		
307	Mary I	House of Tudor	https://en.wikipedia.org/wiki/Mary_I_of_England	Bloody Mary	
308	Elizabeth I	House of Tudor	https://en.wikipedia.org/wiki/Elizabeth_I_of_England	The Virgin Queen	
309	James I	House of Stuart	https://en.wikipedia.org/wiki/James_VI_and_I		
310	Charles I	Stuart	https://en.wikipedia.org/wiki/Charles_I_of_England		
