Title	RulerID	Period	Notes
Roman Consul	2384	97	Jul.? (I)
Roman Consul	2389	97	Jul.? (II)
Roman Consul	2214	97	Mar.? (I)
Roman Consul	2387	97	Mar.? (II)
Roman Consul	2383	97	May? (I)
Roman Consul	2324	97	May? (II)
Roman Consul	2386	97	Nov.? (I)
Roman Consul	2391	97	Nov.? (II)
Roman Consul	2188	97	Posterior
Roman Consul	698	97	Prior
Roman Consul	2385	97	Sep.? (I)
Roman Consul	2390	97	Sep.? (II)
Roman Consul	3372	98	1 Apr. (I)
Roman Consul	3359	98	1 Feb. (I)
Roman Consul	2393	98	1 Jul. (I)
Roman Consul	2396	98	1 Jul. (II)
Roman Consul	2301	98	1 Mar. (I)
Roman Consul	2395	98	1 Nov. (I)
Roman Consul	2398	98	1 Nov. (II)
Roman Consul	2394	98	1 Sep. (I)
Roman Consul	2397	98	1 Sep. (II)
Roman Consul	2192	98	45413 (I)
Roman Consul	3371	98	id. Jan. (I)
Roman Consul	698	98	Posterior
Roman Consul	698	98	Prior
Roman Consul	2403	99	Posterior
Roman Consul	2399	99	Prior
Roman Consul	2400	99	suff. (I)
Roman Consul	2401	99	suff. (I)
Roman Consul	2402	99	suff. (I)
Roman Consul	2404	99	suff. (II)
Roman Consul	2405	99	suff. (II)
Roman Consul	3381	99	suff. (II)
Roman Consul	2301	100	id. Jan. (I)
Roman Consul	2408	100	Jul. (I)
Roman Consul	2413	100	Jul. (II)
Roman Consul	2406	100	Mar. (I)
Roman Consul	2321	100	Mar. (II)
Roman Consul	2407	100	May (I)
Roman Consul	2412	100	May (II)
Roman Consul	2410	100	Nov. (I)
Roman Consul	2415	100	Nov. (II)
Roman Consul	3359	100	Posterior
Roman Consul	698	100	Prior
Roman Consul	2409	100	Sep. (I)
Roman Consul	2414	100	Sep. (II)
Roman Consul	2545	101	Posterior
Roman Consul	698	101	Prior
Roman Consul	2416	101	suff. (I)
Roman Consul	2417	101	suff. (I)
Roman Consul	2418	101	suff. (I)
Roman Consul	2419	101	suff. (I)
Roman Consul	2420	101	suff. (II)
Roman Consul	2421	101	suff. (II)
Roman Consul	2422	101	suff. (II) (II)
Roman Consul	3360	102	Posterior
Roman Consul	3373	102	Prior
Roman Consul	2423	102	suff. (I)
Roman Consul	2424	102	suff. (I)
Roman Consul	2425	102	suff. (II)
Roman Consul	2427	102	suff. (II)
Roman Consul	2426	102	suff. (II) (II)
Roman Consul	2336	103	Posterior
Roman Consul	698	103	Prior
Roman Consul	2390	103	suff. (I)
Roman Consul	2428	103	suff. (I)
Roman Consul	2429	103	suff. (I)
Roman Consul	2430	103	suff. (I)
Roman Consul	2431	103	suff. (II)
Roman Consul	2432	103	suff. (II)
Roman Consul	2433	103	suff. (II)
Roman Consul	2145	104	Posterior
Roman Consul	2416	104	Prior
Roman Consul	2434	104	suff. (I)
Roman Consul	2436	104	suff. (II) (II)
Roman Consul	2370	105	Posterior
Roman Consul	2317	105	Prior
Roman Consul	2438	105	suff. (I)
Roman Consul	2439	105	suff. (I)
Roman Consul	2440	105	suff. (II)
Roman Consul	2441	105	suff. (II)
Roman Consul	2442	105	suff. (II)
Roman Consul	2445	106	Posterior
Roman Consul	2255	106	Prior
Roman Consul	2444	106	suff. (I)
Roman Consul	2446	106	suff. (II)
Roman Consul	2403	107	Posterior
Roman Consul	3360	107	Prior
Roman Consul	2447	107	suff. (I)
Roman Consul	2448	107	suff. (I)
Roman Consul	2449	107	suff. (I)
Roman Consul	2450	107	suff. (II)
Roman Consul	2451	107	suff. (II)
Roman Consul	2455	108	Posterior
Roman Consul	2452	108	Prior
Roman Consul	2453	108	suff. (I)
Roman Consul	2454	108	suff. (I)
Roman Consul	2456	108	suff. (II)
Roman Consul	2457	108	suff. (II) (II)
Roman Consul	2461	109	Posterior
Roman Consul	2399	109	Prior
Roman Consul	2458	109	suff. (I)
Roman Consul	2459	109	suff. (I)
Roman Consul	2460	109	suff. (I)
Roman Consul	2462	109	suff. (II)
Roman Consul	2463	109	suff. (II)
Roman Consul	2132	110	Posterior
Roman Consul	2464	110	Prior
Roman Consul	2465	110	suff. (I)
Roman Consul	2466	110	suff. (I)
Roman Consul	2467	110	suff. (I)
Roman Consul	2469	110	suff. (II)
Roman Consul	2470	110	suff. (II)
Roman Consul	2471	110	suff. (II)
Roman Consul	2201	111	Posterior
Roman Consul	1563	111	Prior
Roman Consul	2361	111	suff. (I)
Roman Consul	2474	111	suff. (I)
Roman Consul	2476	111	suff. (II)
Roman Consul	2477	111	suff. (II)
Roman Consul	2482	112	Posterior
Roman Consul	699	112	Prior
Roman Consul	2478	112	suff. (I)
Roman Consul	2479	112	suff. (I)
Roman Consul	2480	112	suff. (I)
Roman Consul	2481	112	suff. (I)
Roman Consul	2483	112	suff. (II)
Roman Consul	2484	112	suff. (II)
Roman Consul	2485	112	suff. (II)
Roman Consul	2489	113	Posterior
Roman Consul	2426	113	Prior
Roman Consul	2486	113	suff. (I)
Roman Consul	2487	113	suff. (I)
Roman Consul	2488	113	suff. (I)
Roman Consul	2490	113	suff. (II)
Roman Consul	2491	113	suff. (II)
Roman Consul	2495	114	Posterior
Roman Consul	2326	114	Prior
Roman Consul	2493	114	suff. (I)
Roman Consul	2494	114	suff. (I)
Roman Consul	2496	114	suff. (II)
Roman Consul	2497	114	suff. (II)
Roman Consul	2501	115	Posterior
Roman Consul	2498	115	Prior
Roman Consul	2499	115	suff. (I)
Roman Consul	2500	115	suff. (I)
Roman Consul	2502	115	suff. (II)
Roman Consul	2503	115	suff. (II)
Roman Consul	2504	115	suff. (II)
Roman Consul	2509	116	Posterior
Roman Consul	2505	116	Prior
Roman Consul	2506	116	suff. (I)
Roman Consul	2507	116	suff. (I)
Roman Consul	2508	116	suff. (I)
Roman Consul	2510	116	suff. (II)
Roman Consul	2511	116	suff. (II)
Roman Consul	2512	116	suff. (II)
Roman Consul	2515	117	Posterior
Roman Consul	2513	117	Prior
Roman Consul	2514	117	suff. (I)
Roman Consul	2516	117	suff. (II)
Roman Consul	2178	118	Posterior
Roman Consul	700	118	Prior
Roman Consul	2517	118	suff. (I)
Roman Consul	2519	118	suff. (II)
Roman Consul	2520	118	suff. (II)
Roman Consul	2521	118	suff. (II)
Roman Consul	2524	119	Posterior
Roman Consul	700	119	Prior
Roman Consul	2522	119	suff. (I)
Roman Consul	2523	119	suff. (I)
Roman Consul	2525	119	suff. (II)
Roman Consul	2526	119	suff. (II)
Roman Consul	2527	119	suff. (II)
Roman Consul	2530	120	Posterior
Roman Consul	2466	120	Prior
Roman Consul	2528	120	suff. (I)
Roman Consul	2529	120	suff. (I)
Roman Consul	2531	120	suff. (II)
Roman Consul	1708	120	suff. (II)
Roman Consul	2536	121	Posterior
Roman Consul	2383	121	Prior
Roman Consul	2533	121	suff. (I)
Roman Consul	2534	121	suff. (I)
Roman Consul	2535	121	suff. (I)
Roman Consul	2537	121	suff. (II)
Roman Consul	2538	121	suff. (II)
Roman Consul	2539	121	suff. (II)
Roman Consul	2543	122	Posterior
Roman Consul	2142	122	Prior
Roman Consul	2541	122	suff. (I)
Roman Consul	2542	122	suff. (I)
Roman Consul	2544	122	suff. (II)
Roman Consul	3362	122	suff. (II)
Roman Consul	2548	123	Posterior
Roman Consul	3410	123	Prior
Roman Consul	2546	123	suff. (I)
Roman Consul	2547	123	suff. (I)
Roman Consul	2549	123	suff. (II)
Roman Consul	2550	123	suff. (II)
Roman Consul	2554	124	Posterior
Roman Consul	1541	124	Prior
Roman Consul	2552	124	suff. (I)
Roman Consul	2553	124	suff. (I)
Roman Consul	2555	124	suff. (II)
Roman Consul	2556	124	suff. (II)
Roman Consul	2558	125	Posterior
Roman Consul	2367	125	Prior
Roman Consul	2557	125	suff. (I)
Roman Consul	2559	125	suff. (II)
Roman Consul	2562	126	Posterior
Roman Consul	2383	126	Prior
Roman Consul	2560	126	suff. (I)
Roman Consul	2561	126	suff. (I)
Roman Consul	2563	126	suff. (II)
Roman Consul	2568	127	Posterior
Roman Consul	2564	127	Prior
Roman Consul	2565	127	suff. (I)
Roman Consul	2566	127	suff. (I)
Roman Consul	2567	127	suff. (I)
Roman Consul	2569	127	suff. (II)
Roman Consul	2570	127	suff. (II)
Roman Consul	2571	127	suff. (II)
Roman Consul	2576	128	Posterior
Roman Consul	2366	128	Prior
Roman Consul	2572	128	suff. (I)
Roman Consul	2573	128	suff. (I)
Roman Consul	1429	128	suff. (I)
Roman Consul	2575	128	suff. (I)
Roman Consul	2577	128	suff. (II)
Roman Consul	2578	128	suff. (II)
Roman Consul	2579	128	suff. (II)
Roman Consul	2372	129	Posterior
Roman Consul	2503	129	Prior
Roman Consul	2310	129	suff. (II)
Roman Consul	2583	130	Posterior
Roman Consul	2581	130	Prior
Roman Consul	2582	130	suff. (I)
Roman Consul	2584	130	suff. (II)
Roman Consul	2587	131	Posterior
Roman Consul	2585	131	Prior
Roman Consul	2586	131	suff. (I)
Roman Consul	2588	131	suff. (II)
Roman Consul	2591	132	Posterior
Roman Consul	2589	132	Prior
Roman Consul	2590	132	suff. (I)
Roman Consul	2592	132	suff. (II)
Roman Consul	2596	133	Posterior
Roman Consul	2593	133	Prior
Roman Consul	2594	133	suff. (I)
Roman Consul	2595	133	suff. (I)
Roman Consul	2597	133	suff. (II)
Roman Consul	2598	133	suff. (II)
Roman Consul	2504	134	Posterior
Roman Consul	3374	134	Prior
Roman Consul	2599	134	suff. (I)
Roman Consul	2600	134	suff. (I)
Roman Consul	2602	134	suff. (II)
Roman Consul	2606	135	Posterior
Roman Consul	2603	135	Prior
Roman Consul	2604	135	suff. (I)
Roman Consul	2605	135	suff. (I)
Roman Consul	2607	135	suff. (II)
Roman Consul	2608	135	suff. (II)
Roman Consul	2610	136	Posterior
Roman Consul	2255	136	Prior
Roman Consul	2611	137	Posterior
Roman Consul	2609	137	Prior
Roman Consul	2613	138	1 Apr. (I)
Roman Consul	2616	138	1 Apr. (II)
Roman Consul	3381	138	1 Jul. (I)
Roman Consul	3381	138	1 Jul. (II)
Roman Consul	2614	138	1 Oct. (I)
Roman Consul	2617	138	1 Oct. (II)
Roman Consul	2615	138	Posterior
Roman Consul	2612	138	Prior
Roman Consul	2619	139	1 Nov. (I)
Roman Consul	3404	139	1 Nov. (II)
Roman Consul	2618	139	Jul.? (I)
Roman Consul	3411	139	Jul.? (II)
Roman Consul	3381	139	May? (I)
Roman Consul	3381	139	May? (II)
Roman Consul	3363	139	Posterior
Roman Consul	701	139	Prior
Roman Consul	3381	139	Sep.? (I)
Roman Consul	3412	139	Sep.? (II)
Roman Consul	3407	140	1 Nov. (I)
Roman Consul	2628	140	1 Nov. (II)
Roman Consul	3405	140	45413 (I)
Roman Consul	2627	140	45413 (II)
Roman Consul	702	140	Posterior
Roman Consul	701	140	Prior
Roman Consul	3406	140	suff. (I)
Roman Consul	3381	140	suff. (II)
Roman Consul	3381	141	1 Jul. (I)
Roman Consul	3381	141	1 Jul. (II)
Roman Consul	3381	141	1 Mar. (I)
Roman Consul	3381	141	1 Mar. (II)
Roman Consul	2631	141	1 Nov. (I)
Roman Consul	3381	141	1 Nov. (II)
Roman Consul	3375	141	1 Sep. (I)
Roman Consul	3381	141	1 Sep. (II)
Roman Consul	2630	141	45413 (I)
Roman Consul	2633	141	45413 (II)
Roman Consul	2632	141	Posterior
Roman Consul	2629	141	Prior
Roman Consul	2635	142	1 Apr. (I)
Roman Consul	2640	142	1 Apr. (II)
Roman Consul	2636	142	1 Jul. (I)
Roman Consul	2641	142	1 Jul. (II)
Roman Consul	2638	142	1 Nov. (I)
Roman Consul	2643	142	1 Nov. (II)
Roman Consul	2637	142	1 Sep. (I)
Roman Consul	2642	142	1 Sep. (II)
Roman Consul	2639	142	Posterior
Roman Consul	2634	142	Prior
Roman Consul	3381	143	1 Apr. (I)
Roman Consul	3381	143	1 Apr. (II)
Roman Consul	2645	143	1 Jul. (I)
Roman Consul	2647	143	1 Jul. (II)
Roman Consul	3381	143	1 Oct. (I)
Roman Consul	3381	143	1 Oct. (II)
Roman Consul	2646	143	Posterior
Roman Consul	2644	143	Prior
Roman Consul	2649	144	1 Mar. (I)
Roman Consul	2652	144	1 Mar. (II)
Roman Consul	2650	144	1 Oct. (I)
Roman Consul	2654	144	1 Oct. (II)
Roman Consul	3381	144	Jul.? (I)
Roman Consul	2653	144	Jul.? (II)
Roman Consul	2651	144	Posterior
Roman Consul	2494	144	Prior
Roman Consul	2657	145	1 Jul. (I)
Roman Consul	2662	145	1 Jul. (II)
Roman Consul	2659	145	1 Nov. (I)
Roman Consul	2664	145	1 Nov. (II)
Roman Consul	2658	145	1 Sep. (I)
Roman Consul	2663	145	1 Sep. (II)
Roman Consul	2656	145	45413 (I)
Roman Consul	2661	145	45413 (II)
Roman Consul	2655	145	Mar.? (I)
Roman Consul	2660	145	Mar.? (II)
Roman Consul	702	145	Posterior
Roman Consul	701	145	Prior
Roman Consul	2667	146	1 Jul. (I)
Roman Consul	2672	146	1 Jul. (II)
Roman Consul	2669	146	1 Nov. (I)
Roman Consul	2674	146	1 Nov. (II)
Roman Consul	2668	146	1 Sep. (I)
Roman Consul	2673	146	1 Sep. (II)
Roman Consul	2666	146	45413 (I)
Roman Consul	2671	146	45413 (II)
Roman Consul	2665	146	Mar. (I)
Roman Consul	2670	146	Posterior
Roman Consul	3376	146	Prior
Roman Consul	2676	147	1 Apr. (I)
Roman Consul	2680	147	1 Apr. (II)
Roman Consul	2677	147	1 Jul. (I)
Roman Consul	2681	147	1 Jul. (II)
Roman Consul	2678	147	1 Oct. (I)
Roman Consul	2682	147	1 Oct. (II)
Roman Consul	2458	147	Posterior
Roman Consul	2675	147	Prior
Roman Consul	2683	147	suff. (II)
Roman Consul	2685	148	1 Apr. (I)
Roman Consul	2689	148	1 Apr. (II)
Roman Consul	2686	148	1 Jul. (I)
Roman Consul	2690	148	1 Jul. (II)
Roman Consul	2687	148	Oct.? (I)
Roman Consul	2691	148	Oct.? (II)
Roman Consul	2688	148	Posterior
Roman Consul	2684	148	Prior
Roman Consul	2693	149	Jul.? (I)
Roman Consul	2695	149	Jul.? (II)
Roman Consul	2694	149	Posterior
Roman Consul	2692	149	Prior
Roman Consul	2697	150	Apr.? (I)
Roman Consul	2701	150	Apr.? (II)
Roman Consul	2698	150	Jul.? (I)
Roman Consul	2702	150	Jul.? (II)
Roman Consul	2699	150	Oct. (I)
Roman Consul	2703	150	Oct. (II)
Roman Consul	2509	150	Posterior
Roman Consul	2568	150	Prior
Roman Consul	2705	151	Jul.? (I)
Roman Consul	2707	151	Jul.? (II)
Roman Consul	2706	151	Posterior
Roman Consul	2704	151	Prior
Roman Consul	2709	152	1 Apr. (I)
Roman Consul	2713	152	1 Apr. (II)
Roman Consul	2710	152	1 Jul. (I)
Roman Consul	2714	152	1 Jul. (II)
Roman Consul	2711	152	1 Oct. (I)
Roman Consul	2715	152	1 Oct. (II)
Roman Consul	2712	152	Posterior
Roman Consul	2708	152	Prior
Roman Consul	2717	153	1 Apr. (I)
Roman Consul	2721	153	1 Apr. (II)
Roman Consul	2718	153	1 Jul. (I)
Roman Consul	2722	153	1 Jul. (II)
Roman Consul	2719	153	1 Oct. (I)
Roman Consul	2723	153	1 Oct. (II)
Roman Consul	2720	153	Posterior
Roman Consul	2716	153	Prior
Roman Consul	2725	154	1 Apr. (I)
Roman Consul	2730	154	1 Apr. (II)
Roman Consul	2726	154	1 Jul. (I)
Roman Consul	2731	154	1 Jul. (II)
Roman Consul	2728	154	1 Nov. (I)
Roman Consul	2733	154	1 Nov. (II)
Roman Consul	2727	154	1 Sep. (I)
Roman Consul	2732	154	1 Sep. (II)
Roman Consul	2729	154	Posterior
Roman Consul	2724	154	Prior
Roman Consul	2735	155	Apr.? (I)
Roman Consul	2739	155	Apr.? (II)
Roman Consul	2737	155	Dec. (I)
Roman Consul	2741	155	Dec. (II)
Roman Consul	2736	155	Nov. (I)
Roman Consul	2740	155	Nov. (II)
Roman Consul	2738	155	Posterior
Roman Consul	2734	155	Prior
Roman Consul	2743	156	Mar.? (I)
Roman Consul	2746	156	Mar.? (II)
Roman Consul	2744	156	Nov.? (I)
Roman Consul	2747	156	Nov.? (II)
Roman Consul	2745	156	Posterior
Roman Consul	2742	156	Prior
Roman Consul	2749	157	1 Apr. (I)
Roman Consul	2753	157	1 Apr. (II)
Roman Consul	2750	157	Jul.? (I)
Roman Consul	2754	157	Jul.? (II)
Roman Consul	2751	157	Oct.? (I)
Roman Consul	2755	157	Oct.? (II)
Roman Consul	2752	157	Posterior
Roman Consul	2748	157	Prior
Roman Consul	2757	158	Jul.? (I)
Roman Consul	2760	158	Jul.? (II)
Roman Consul	2759	158	Posterior
Roman Consul	2756	158	Prior
Roman Consul	2758	158	Sep.? (I)
Roman Consul	2761	158	Sep.? (II)
Roman Consul	2763	159	1 Apr. (I)
Roman Consul	2767	159	1 Apr. (II)
Roman Consul	2764	159	1 Jul. (I)
Roman Consul	3381	159	1 Jul. (II)
Roman Consul	2765	159	1 Oct. (I)
Roman Consul	3381	159	1 Oct. (II)
Roman Consul	2766	159	Posterior
Roman Consul	2762	159	Prior
Roman Consul	2769	160	1 Mar. (I)
Roman Consul	2774	160	1 Mar. (II)
Roman Consul	2771	160	Jul.? (I)
Roman Consul	2776	160	Jul.? (II)
Roman Consul	2770	160	May? (I)
Roman Consul	2775	160	May? (II)
Roman Consul	2772	160	Oct.? (I)
Roman Consul	2777	160	Oct.? (II)
Roman Consul	2773	160	Posterior
Roman Consul	2768	160	Prior
Roman Consul	2778	160	suff. (II)
Roman Consul	2780	161	Oct.? (I)
Roman Consul	2782	161	Oct.? (II)
Roman Consul	2724	161	Posterior
Roman Consul	702	161	Prior
Roman Consul	2576	161	suff. (I)
Roman Consul	2781	161	suff. (II)
Roman Consul	2786	162	Posterior
Roman Consul	2597	162	Prior
Roman Consul	2784	162	suff. (I)
Roman Consul	2785	162	suff. (I)
Roman Consul	2783	162	suff. (I) (I)
Roman Consul	2421	162	suff. (II)
Roman Consul	2421	162	suff. (II)
Roman Consul	2787	162	suff. (II) (II)
Roman Consul	2789	163	Posterior
Roman Consul	2662	163	Prior
Roman Consul	2792	164	Posterior
Roman Consul	2790	164	Prior
Roman Consul	2791	164	suff. (I)
Roman Consul	2793	164	suff. (II)
Roman Consul	2795	165	Posterior
Roman Consul	2794	165	Prior
Roman Consul	2798	166	Posterior
Roman Consul	2796	166	Prior
Roman Consul	2797	166	suff. (I)
Roman Consul	2799	166	suff. (II)
Roman Consul	2801	167	Posterior
Roman Consul	2724	167	Prior
Roman Consul	2800	167	suff. (I)
Roman Consul	2802	167	suff. (II)
Roman Consul	3364	168	Posterior
Roman Consul	2548	168	Prior
Roman Consul	2803	168	suff. (I)
Roman Consul	2421	168	suff. (II)
Roman Consul	2477	169	Posterior
Roman Consul	2804	169	Prior
Roman Consul	2808	170	Posterior
Roman Consul	2806	170	Prior
Roman Consul	2629	170	suff. (I)
Roman Consul	2421	170	suff. (II)
Roman Consul	2810	171	Posterior
Roman Consul	2809	171	Prior
Roman Consul	2813	172	Posterior
Roman Consul	2811	172	Prior
Roman Consul	2812	172	suff. (I)
Roman Consul	2421	172	suff. (II)
Roman Consul	2787	173	Posterior
Roman Consul	3377	173	Prior
Roman Consul	2816	174	Posterior
Roman Consul	2672	174	Prior
Roman Consul	2815	174	suff. (I)
Roman Consul	2421	174	suff. (II)
Roman Consul	2819	175	Posterior
Roman Consul	1899	175	Prior
Roman Consul	2818	175	suff. (I)
Roman Consul	2820	175	suff. (II)
Roman Consul	2583	176	Posterior
Roman Consul	3378	176	Prior
Roman Consul	2822	177	Posterior
Roman Consul	2821	177	Prior
Roman Consul	2824	178	Posterior
Roman Consul	2132	178	Prior
Roman Consul	2799	179	Posterior
Roman Consul	704	179	Prior
Roman Consul	2825	179	suff. (I) (I)
Roman Consul	2826	179	suff. (I) (I)
Roman Consul	2827	179	suff. (II) (II)
Roman Consul	2828	179	suff. (II) (II)
Roman Consul	2704	180	Posterior
Roman Consul	2716	180	Prior
Roman Consul	2830	181	Posterior
Roman Consul	704	181	Prior
Roman Consul	2566	182	Posterior
Roman Consul	2831	182	Prior
Roman Consul	2832	182	suff. (I)
Roman Consul	2834	182	suff. (II)
Roman Consul	2735	183	Posterior
Roman Consul	704	183	Prior
Roman Consul	2835	183	suff. (I)
Roman Consul	2836	183	suff. (I)
Roman Consul	2837	183	suff. (I)
Roman Consul	2421	183	suff. (II)
Roman Consul	3413	183	
Roman Consul	2838	183	suff. (II)
Roman Consul	2839	183	suff. (II)
Roman Consul	2753	184	Posterior
Roman Consul	2840	184	Prior
Roman Consul	2841	184	suff. (I)
Roman Consul	2843	184	suff. (II)
Roman Consul	2845	185	Posterior
Roman Consul	2844	185	Prior
Roman Consul	1541	186	Posterior
Roman Consul	704	186	Prior
Roman Consul	2846	186	suff. (I)
Roman Consul	2847	186	suff. (I)
Roman Consul	2848	186	suff. (II)
Roman Consul	2849	186	suff. (II)
Roman Consul	2851	187	Posterior
Roman Consul	2850	187	Prior
Roman Consul	2715	188	Posterior
Roman Consul	3380	188	Prior
Roman Consul	2854	189	Posterior
Roman Consul	2852	189	Prior
Roman Consul	739	189	suff. (I)
Roman Consul	2855	189	suff. (II)
Roman Consul	2857	190	Posterior
Roman Consul	704	190	Prior
Roman Consul	2856	190	suff. (I)
Roman Consul	2858	190	suff. (II)
Roman Consul	2860	191	Posterior
Roman Consul	2859	191	Prior
Roman Consul	2818	192	Posterior
Roman Consul	704	192	Prior
Roman Consul	2866	193	Posterior
Roman Consul	2861	193	Prior
Roman Consul	2862	193	suff. (I)
Roman Consul	2863	193	suff. (I)
Roman Consul	2864	193	suff. (I)
Roman Consul	2865	193	suff. (I)
Roman Consul	2867	193	suff. (II)
Roman Consul	2421	193	suff. (II)
Roman Consul	2868	193	suff. (II)
Roman Consul	2870	194	Posterior
Roman Consul	707	194	Prior
Roman Consul	2869	194	suff. (I)
Roman Consul	2421	194	suff. (II)
Roman Consul	2872	195	Posterior
Roman Consul	2871	195	Prior
Roman Consul	2873	196	Posterior
Roman Consul	3413	196	Prior
Roman Consul	2875	197	Posterior
Roman Consul	2369	197	Prior
Roman Consul	2672	198	Posterior
Roman Consul	2876	198	Prior
Roman Consul	2877	198	suff. (I)
Roman Consul	2421	198	suff. (II)
Roman Consul	2879	199	Posterior
Roman Consul	3382	199	Prior
Roman Consul	2735	200	Posterior
Roman Consul	2880	200	Prior
Roman Consul	2883	201	Posterior
Roman Consul	2631	201	Prior
Roman Consul	2885	202	Posterior
Roman Consul	707	202	Prior
Roman Consul	2884	202	suff. (I) (I)
Roman Consul	2886	202	suff. (II) (II)
Roman Consul	709	203	Posterior
Roman Consul	2887	203	Prior
Roman Consul	2889	204	Posterior
Roman Consul	2865	204	Prior
Roman Consul	2888	204	suff. (I)
Roman Consul	2421	204	suff. (II)
Roman Consul	2890	205	Posterior
Roman Consul	2885	205	Prior
Roman Consul	2893	206	Posterior
Roman Consul	2891	206	Prior
Roman Consul	2892	206	suff. (I) (I)
Roman Consul	2894	206	suff. (II) (II)
Roman Consul	2896	207	Posterior
Roman Consul	2895	207	Prior
Roman Consul	2890	208	Posterior
Roman Consul	2885	208	Prior
Roman Consul	2898	209	Posterior
Roman Consul	2897	209	Prior
Roman Consul	2900	210	Posterior
Roman Consul	2826	210	Prior
Roman Consul	2902	211	Posterior
Roman Consul	2901	211	Prior
Roman Consul	2904	212	Posterior
Roman Consul	3383	212	Prior
Roman Consul	2903	212	suff. (I)
Roman Consul	2905	212	suff. (II)
Roman Consul	717	213	Posterior
Roman Consul	708	213	Prior
Roman Consul	2907	214	Posterior
Roman Consul	2906	214	Prior
Roman Consul	2908	215	Posterior
Roman Consul	3384	215	Prior
Roman Consul	3382	216	Posterior
Roman Consul	3408	216	Prior
Roman Consul	3366	217	Posterior
Roman Consul	2910	217	Prior
Roman Consul	2911	218	Posterior
Roman Consul	710	218	Prior
Roman Consul	2885	218	suff. (I)
Roman Consul	2862	219	Posterior
Roman Consul	2885	219	Prior
Roman Consul	2912	220	Posterior
Roman Consul	2885	220	Prior
Roman Consul	2914	221	Posterior
Roman Consul	2913	221	Prior
Roman Consul	2915	222	Posterior
Roman Consul	2885	222	Prior
Roman Consul	2916	223	Posterior
Roman Consul	3385	223	Prior
Roman Consul	2917	224	Posterior
Roman Consul	3386	224	Prior
Roman Consul	2918	225	Posterior
Roman Consul	3387	225	Prior
Roman Consul	3379	226	Posterior
Roman Consul	712	226	Prior
Roman Consul	2920	227	Posterior
Roman Consul	2919	227	Prior
Roman Consul	2921	228	Posterior
Roman Consul	3388	228	Prior
Roman Consul	2922	229	Posterior
Roman Consul	712	229	Prior
Roman Consul	2924	230	Posterior
Roman Consul	2923	230	Prior
Roman Consul	2926	231	Posterior
Roman Consul	2925	231	Prior
Roman Consul	2928	232	Posterior
Roman Consul	2927	232	Prior
Roman Consul	2930	233	Posterior
Roman Consul	2929	233	Prior
Roman Consul	2931	234	Posterior
Roman Consul	3389	234	Prior
Roman Consul	2933	235	Posterior
Roman Consul	3377	235	Prior
Roman Consul	2935	236	Posterior
Roman Consul	2934	236	Prior
Roman Consul	2937	237	Posterior
Roman Consul	2936	237	Prior
Roman Consul	2939	238	Posterior
Roman Consul	2938	238	Prior
Roman Consul	2142	239	Posterior
Roman Consul	2940	239	Prior
Roman Consul	2942	240	Posterior
Roman Consul	2907	240	Prior
Roman Consul	2943	241	Posterior
Roman Consul	2940	241	Prior
Roman Consul	2945	242	Posterior
Roman Consul	2944	242	Prior
Roman Consul	2947	243	Posterior
Roman Consul	2946	243	Prior
Roman Consul	2949	244	Posterior
Roman Consul	2948	244	Prior
Roman Consul	2951	245	Posterior
Roman Consul	2950	245	Prior
Roman Consul	2953	246	Posterior
Roman Consul	2910	246	Prior
Roman Consul	2954	247	Posterior
Roman Consul	2950	247	Prior
Roman Consul	719	248	Posterior
Roman Consul	2950	248	Prior
Roman Consul	2955	249	Posterior
Roman Consul	3390	249	Prior
Roman Consul	2956	250	Posterior
Roman Consul	720	250	Prior
Roman Consul	2957	251	Posterior
Roman Consul	720	251	Prior
Roman Consul	2958	252	Posterior
Roman Consul	722	252	Prior
Roman Consul	2959	253	Posterior
Roman Consul	2958	253	Prior
Roman Consul	2960	254	Posterior
Roman Consul	724	254	Prior
Roman Consul	2960	255	Posterior
Roman Consul	724	255	Prior
Roman Consul	1541	256	Posterior
Roman Consul	3391	256	Prior
Roman Consul	2960	257	Posterior
Roman Consul	724	257	Prior
Roman Consul	2963	258	Posterior
Roman Consul	2962	258	Prior
Roman Consul	2902	259	Posterior
Roman Consul	2964	259	Prior
Roman Consul	3393	260	Posterior
Roman Consul	2967	260	Posterior
Roman Consul	3392	260	Prior
Roman Consul	2966	260	Prior
Roman Consul	2968	261	Posterior
Roman Consul	2960	261	Prior
Roman Consul	2966	261	Prior
Roman Consul	2969	262	Posterior
Roman Consul	2960	262	Prior
Roman Consul	2966	262	Prior
Roman Consul	2970	263	Posterior
Roman Consul	3394	263	Prior
Roman Consul	2971	264	Posterior
Roman Consul	2960	264	Prior
Roman Consul	2972	265	Posterior
Roman Consul	3395	265	Prior
Roman Consul	2973	266	Posterior
Roman Consul	2960	266	Prior
Roman Consul	2975	267	Posterior
Roman Consul	2976	267	Posterior
Roman Consul	2974	267	Prior
Roman Consul	2966	267	Prior
Roman Consul	2977	268	Posterior
Roman Consul	3396	268	Prior
Roman Consul	2979	269	Posterior
Roman Consul	2976	269	Posterior
Roman Consul	2978	269	Prior
Roman Consul	2966	269	Prior
Roman Consul	2980	270	Posterior
Roman Consul	3397	270	Prior
Roman Consul	2902	271	Posterior
Roman Consul	728	271	Prior
Roman Consul	2981	271	Prior
Roman Consul	2983	272	Posterior
Roman Consul	2982	272	Prior
